wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id,batch_size
3,2,39.168556451797485,181,156,Expert (16x30),18x32,True,"(3, 3)",True,3,10
9,9,0.5312051773071289,36,35,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
0,0,23.466760635375977,149,132,Expert (16x30),18x32,True,"(3, 3)",True,3,10
7,6,3.78093147277832,74,70,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
10,8,0.5780720710754395,37,35,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
9,5,7.093149662017822,96,84,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
8,5,4.624606370925903,95,89,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
9,9,0.4999589920043945,31,31,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
9,9,4.030911922454834,84,83,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
8,7,4.327757835388184,87,83,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
8,8,0.4530830383300781,34,32,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
5,1,36.91874098777771,209,192,Expert (16x30),18x32,True,"(3, 3)",True,3,10
5,2,24.185453176498413,163,151,Expert (16x30),18x32,True,"(3, 3)",True,3,10
10,10,0.3593454360961914,32,32,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
10,9,7.249388933181763,86,80,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
8,8,5.780758857727051,86,81,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
10,10,0.374971866607666,27,27,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
5,1,39.94973921775818,214,182,Expert (16x30),18x32,True,"(3, 3)",True,3,10
3,2,30.450544595718384,189,177,Expert (16x30),18x32,True,"(3, 3)",True,3,10
6,1,41.6370952129364,244,226,Expert (16x30),18x32,True,"(3, 3)",True,3,10
8,8,0.5936985015869141,40,37,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
9,8,5.624523162841797,92,90,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
10,10,0.5780766010284424,33,33,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
4,0,22.732451677322388,155,141,Expert (16x30),18x32,True,"(3, 3)",True,3,10
2,0,35.96570348739624,160,136,Expert (16x30),18x32,True,"(3, 3)",True,3,10
10,9,0.5155782699584961,34,33,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
5,5,9.577316522598268,101,84,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
9,6,8.014944314956665,104,96,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
3,2,46.62104773521423,196,173,Expert (16x30),18x32,True,"(3, 3)",True,3,10
10,9,0.3437216281890869,31,30,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
4,2,35.575106620788574,194,182,Expert (16x30),18x32,True,"(3, 3)",True,3,10
10,10,0.3280999660491943,31,31,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
10,9,6.124485969543457,107,106,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
7,4,5.015200138092041,91,82,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
10,10,0.5468325614929199,34,34,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
8,7,5.499534130096436,97,89,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
4,2,37.340583086013794,230,210,Expert (16x30),18x32,True,"(3, 3)",True,3,10
10,10,0.4530887603759765,28,28,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
9,6,5.265174388885498,86,82,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
10,9,3.749680757522583,83,82,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
9,9,0.4999587535858154,30,29,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
7,1,54.52663207054138,237,204,Expert (16x30),18x32,True,"(3, 3)",True,3,10
4,0,25.763441801071167,178,160,Expert (16x30),18x32,True,"(3, 3)",True,3,10
9,8,1.2030222415924072,40,34,Beginner (9x9),11x11,True,"(3, 3)",True,1,10
7,7,5.702640771865845,81,76,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
8,3,7.780590534210205,112,100,Intermediate (16x16),18x18,True,"(3, 3)",True,2,10
3,1,45.58988428115845,194,167,Expert (16x30),18x32,True,"(3, 3)",True,3,10
4,4,26.732107400894165,185,173,Expert (16x30),18x32,True,"(3, 3)",True,3,10
2,0,29.59124183654785,167,144,Expert (16x30),18x32,True,"(3, 3)",True,3,10
4,2,65.16634798049927,227,197,Expert (16x30),18x32,True,"(3, 3)",True,3,10
3,0,41.152759313583374,203,169,Expert (16x30),18x32,True,"(3, 3)",True,3,10
4,2,32.27851152420044,200,184,Expert (16x30),18x32,True,"(3, 3)",True,3,10
2,2,19.84208297729492,173,157,Expert (16x30),18x32,True,"(3, 3)",True,3,10
5,3,32.77848744392395,210,184,Expert (16x30),18x32,True,"(3, 3)",True,3,10
4,2,34.497092485427856,216,192,Expert (16x30),18x32,True,"(3, 3)",True,3,10
3,1,30.76304531097412,205,171,Expert (16x30),18x32,True,"(3, 3)",True,3,10
2,0,32.65350341796875,157,124,Expert (16x30),18x32,True,"(3, 3)",True,3,10
25,24,0.9842932224273682,78,76,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,22,1.249896764755249,90,87,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,21,1.3436393737792969,89,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,18,1.3436393737792969,87,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,22,1.1873996257781982,89,86,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,23,1.4061272144317627,92,91,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,20,12.295835256576538,221,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,21,12.967649459838867,223,217,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
18,16,11.73337984085083,206,194,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,17,13.061394453048706,227,218,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,24,0.9061729907989502,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,22,1.0467867851257324,81,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,16,12.702048540115356,220,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
18,15,14.873741388320925,221,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,1.2967653274536133,82,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,19,11.717756986618042,214,205,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,15,10.842830896377563,206,197,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,20,12.623931407928469,224,221,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,1.2030251026153564,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,22,1.2030243873596191,82,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,19,12.639553546905518,208,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,19,12.889532327651978,226,219,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,1.031163454055786,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,18,11.53027057647705,219,211,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
7,3,69.96282172203064,448,405,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,22,1.3280131816864014,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,1,77.14971613883972,494,438,Expert (16x30),18x32,True,"(3, 3)",True,3,25
9,6,77.24345541000366,466,421,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,1.21864914894104,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,4,76.86849188804626,511,457,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,17,11.09281086921692,202,193,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,1.6092414855957031,99,96,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,3,86.7739028930664,468,410,Expert (16x30),18x32,True,"(3, 3)",True,3,25
21,16,11.452155113220217,218,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,22,0.9686641693115234,72,68,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,4,98.19481158256532,466,403,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,20,13.592602729797363,206,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,22,1.3280110359191897,93,91,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,3,87.02387976646423,479,423,Expert (16x30),18x32,True,"(3, 3)",True,3,25
10,5,66.13502836227417,456,429,Expert (16x30),18x32,True,"(3, 3)",True,3,25
21,19,14.436278820037842,207,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,22,1.3280107975006104,93,90,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
6,2,82.16492366790771,455,410,Expert (16x30),18x32,True,"(3, 3)",True,3,25
12,1,92.17969608306883,517,452,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,21,1.5779907703399658,103,99,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,18,11.10843276977539,233,224,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,20,1.2655181884765625,75,70,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
19,15,11.092811584472656,202,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
11,4,104.33491635322572,532,479,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,21,1.4217579364776611,90,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,17,11.342790842056274,217,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,16,12.530186414718628,226,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,1.0311667919158936,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
19,16,12.264586687088013,234,225,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,19,14.701880693435667,205,188,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,24,1.0155396461486816,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,5,92.554669380188,549,493,Expert (16x30),18x32,True,"(3, 3)",True,3,25
5,2,67.88488173484802,420,371,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,19,12.936405658721924,219,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,24,1.015538215637207,84,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,6,82.66488218307495,472,414,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,1.3436384201049805,84,81,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
18,18,10.749093532562256,195,186,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
10,6,89.46118545532227,528,476,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.3905057907104492,84,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
18,17,11.18655252456665,211,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
5,4,66.52562665939331,440,407,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,21,1.6873579025268557,95,92,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,3,74.29059433937073,454,395,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,16,17.670382261276245,245,225,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,22,1.2655177116394043,82,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
6,0,90.85169100761414,467,400,Expert (16x30),18x32,True,"(3, 3)",True,3,25
21,16,14.56126594543457,224,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,24,0.9686710834503174,75,74,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,17,14.139429092407228,238,227,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
21,20,10.952200889587402,195,190,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,21,1.031161546707153,78,74,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
7,3,89.55492687225342,456,411,Expert (16x30),18x32,True,"(3, 3)",True,3,25
7,3,93.67958235740662,517,470,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,23,1.1717753410339355,74,69,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,18,11.124055862426758,200,195,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
7,3,71.6814386844635,439,389,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,20,1.6561064720153809,94,89,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,2,120.364821434021,484,411,Expert (16x30),18x32,True,"(3, 3)",True,3,25
7,6,91.74224162101746,460,397,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,18,12.514566659927368,208,199,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.0311617851257324,85,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
19,17,11.327170372009276,216,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.2498939037322998,94,92,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,4,71.79080128669739,469,427,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,18,14.123806238174438,237,227,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,24,1.031158208847046,73,72,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,17,15.717421054840088,243,231,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,21,11.374042272567747,208,200,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,21,1.0624098777770996,86,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,4,83.10235023498535,494,447,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,18,12.717674732208252,232,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,22,2.140441417694092,105,98,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
13,5,90.38298034667967,517,468,Expert (16x30),18x32,True,"(3, 3)",True,3,25
12,5,70.2284324169159,477,428,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,1.0936598777770996,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,3,83.1023473739624,491,449,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,19,12.06148362159729,228,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,21,1.2498936653137207,89,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,4,124.81757068634032,547,463,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,21,11.327165365219116,202,196,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,24,0.9999182224273682,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
7,2,76.05606865882874,473,419,Expert (16x30),18x32,True,"(3, 3)",True,3,25
21,16,14.233170986175535,219,203,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,21,1.2967650890350342,84,81,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,17,13.10826587677002,213,201,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
5,2,80.38382411003113,463,415,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,24,1.1092851161956787,85,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,2,90.92981338500977,464,404,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,21,12.686431169509888,222,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,21,1.2811412811279297,79,74,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,19,13.795708894729614,205,192,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,21,11.59276556968689,208,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
7,1,73.94687175750732,401,345,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,0.9686720371246338,83,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,2,108.9439115524292,506,435,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,0.953044891357422,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,19,12.405197620391846,224,216,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
12,5,101.975750207901,519,476,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,17,11.624016761779783,203,194,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,21,0.9999148845672609,84,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,8,74.82179498672485,393,355,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.171776533126831,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
19,17,12.405200481414797,211,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
14,6,80.07135391235352,483,443,Expert (16x30),18x32,True,"(3, 3)",True,3,25
10,6,75.07177925109863,443,397,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,1.1561522483825684,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
6,2,102.11636519432068,484,405,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,19,13.795712232589722,235,228,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.0780341625213623,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,16,10.905328273773192,219,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,0.9217972755432128,75,73,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
16,14,9.592939376831056,184,172,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
6,2,78.74334454536438,465,408,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,22,1.2030234336853027,94,91,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,20,13.2957501411438,225,218,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
17,8,103.53812193870544,550,496,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,20,0.9530444145202636,86,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,16,12.889535188674929,225,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
9,4,87.25824499130249,428,382,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.0311627388000488,76,73,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,17,11.514649391174316,230,217,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
11,4,89.71116733551025,467,421,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.1717774868011477,93,90,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,19,14.733134269714355,240,229,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
20,18,11.233423948287964,200,188,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.062410593032837,80,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,1,89.30495381355286,487,432,Expert (16x30),18x32,True,"(3, 3)",True,3,25
7,3,78.93083214759827,463,405,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,1.2342708110809326,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,18,11.952115774154665,215,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
9,2,71.10336995124817,420,376,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,23,0.9842898845672609,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,19,12.780171632766724,203,192,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
9,2,90.2423815727234,532,478,Expert (16x30),18x32,True,"(3, 3)",True,3,25
9,3,125.58313965797424,551,486,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,23,0.859307050704956,71,69,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,19,12.155224323272703,225,218,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,21,1.124906063079834,86,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
8,2,81.18064403533936,480,430,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,15,15.342455863952637,232,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
12,3,102.61632919311523,567,513,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,21,1.843594312667847,99,92,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,2,76.14981436729431,540,492,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,13.23325538635254,231,226,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,22,1.7029764652252195,95,92,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
10,8,129.97339344024658,506,432,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,20,1.4998769760131836,96,89,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,22,11.827129602432253,204,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
20,18,13.826958656311035,224,216,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
8,5,81.41500186920166,472,419,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,0.9061732292175292,77,77,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
19,17,11.624018907546995,216,204,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,1.1249043941497805,82,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
25,16,13.389493465423584,215,203,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
21,18,12.467696905136108,217,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,0.93741774559021,76,74,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
6,3,78.80584073066711,477,422,Expert (16x30),18x32,True,"(3, 3)",True,3,25
19,17,11.108439207077026,198,188,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,22,1.1874001026153564,85,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
4,2,102.49134397506714,414,340,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,19,13.561354637145996,228,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,24,1.187397003173828,83,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
7,4,91.36728262901306,478,424,Expert (16x30),18x32,True,"(3, 3)",True,3,25
10,3,92.67967224121094,475,420,Expert (16x30),18x32,True,"(3, 3)",True,3,25
7,3,74.80618476867676,449,408,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,20,1.2030231952667236,87,82,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
7,5,79.16518497467041,406,357,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,17,16.139260292053223,237,226,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,24,0.890554666519165,77,76,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,17,13.483235597610474,220,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,22,0.9686689376831056,78,75,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
18,15,12.54581904411316,229,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
8,4,85.58652472496033,510,470,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,23,1.2655174732208252,85,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
12,4,110.31880497932434,552,484,Expert (16x30),18x32,True,"(3, 3)",True,3,25
12,7,83.91478633880615,471,424,Expert (16x30),18x32,True,"(3, 3)",True,3,25
22,21,0.8436777591705322,74,68,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
23,21,12.342707633972168,202,193,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,18,16.79545497894287,221,204,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,23,0.98429274559021,79,77,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,18,18.01410412788391,224,205,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
8,4,96.47622179985046,520,464,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,25,0.9999146461486816,85,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,7,84.99282050132751,506,466,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,14,16.029893398284912,227,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,22,0.8749246597290039,78,75,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,17,10.68660020828247,214,206,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
11,4,90.60172510147096,529,483,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,22,1.1405291557312012,86,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,20,10.8428373336792,196,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
23,17,12.327084302902222,224,211,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,25,0.8749251365661621,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,13,10.62410306930542,211,197,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
5,2,75.13427686691284,454,405,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,23,1.2811429500579834,86,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,5,99.38222813606262,529,468,Expert (16x30),18x32,True,"(3, 3)",True,3,25
5,3,89.91428256034851,432,381,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,24,1.0311579704284668,87,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,19,12.670803546905518,197,192,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
9,2,118.9743242263794,533,460,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,23,1.0155396461486816,85,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
4,4,79.8526303768158,405,346,Expert (16x30),18x32,True,"(3, 3)",True,3,25
20,18,13.73321771621704,228,217,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
22,21,12.077101945877075,220,216,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,25,1.1717727184295654,79,79,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
9,4,90.9298176765442,499,437,Expert (16x30),18x32,True,"(3, 3)",True,3,25
24,21,1.0780298709869385,82,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
11,6,82.1649341583252,475,422,Expert (16x30),18x32,True,"(3, 3)",True,3,25
21,16,13.592605113983154,221,209,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,23,0.8905465602874756,89,86,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
22,17,12.561442375183104,222,211,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
9,3,92.1015977859497,526,460,Expert (16x30),18x32,True,"(3, 3)",True,3,25
12,6,81.99307656288147,506,456,Expert (16x30),18x32,True,"(3, 3)",True,3,25
23,23,1.1405279636383057,81,78,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
20,14,16.311127185821533,239,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
11,5,97.50739097595216,473,423,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,1.0780341625213623,85,83,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
5,2,80.57132005691528,451,391,Expert (16x30),18x32,True,"(3, 3)",True,3,25
25,23,1.078033208847046,87,85,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
21,18,11.78025770187378,221,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
18,12,14.514397144317629,233,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
25,22,1.0467901229858398,89,86,Beginner (9x9),11x11,True,"(3, 3)",True,1,25
24,16,13.81133770942688,228,214,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
24,22,10.655348300933838,218,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2,25
